"Gene_Symbol","Post_MA","Pre_MA","Young"
"A1BG",10.5233311107228,3.85499831931103,7.14772077463049
"A2M",64.2698733949811,23.5982419374132,63.5735710699745
"AAAS",2.64976850880744,2.36410573714321,1.79702034992954
"AACS",9.77881166248938,7.15783103631093,9.17904074037621
"AAGAB",0.836890853021797,0.642798387618901,1.10909339642252
"AAK1",3.7240364709212,3.05975135447049,2.22117387856572
"AAMDC",643.345846724102,659.566465195209,602.877229937602
"AAMP",11.8997679798678,11.8200786546082,11.5173502711179
"AAR2",3.05775649006732,2.95633239407731,3.15068309688728
"AARS1",151.800211955888,106.353189733244,119.168811061343
"AARS2",5.09445065928033,4.4386428353167,3.44865612598694
"AARSD1",35.9378125368557,32.0359358192361,32.369448792859
"AASDHPPT",15.0941536884652,14.4318421589063,18.3231103813661
"AASS",11.5066410622368,11.9705791010961,7.39135096310089
"ABCA5",9.19779411564726,8.96207692476288,5.61053299361833
"ABCA6",1.32625871527483,1.08770583208614,0.772517490389763
"ABCA8",27.9081490975091,23.2234817323682,28.4134729458772
"ABCA9",2.01326898224342,1.33988237839925,1.35817482525182
"ABCB10",3.78563273687712,2.98929965432712,2.81845061845504
"ABCB6",3.76418668543801,2.90296398005358,3.89577471192774
"ABCB7",11.147257783997,8.51877630996069,5.57732755484455
"ABCB8",4.80095169135021,4.43637152800689,2.84577107621637
"ABCC1",7.83002370983167,7.1521936621657,6.00891084481993
"ABCC4",3.44096638774777,2.71645052059196,2.00462297481016
"ABCC9",9.52751865037889,7.39404903653202,5.7875871556086
"ABCD3",2.45896793434711,2.05280284333269,1.56989042363985
"ABCD4",0.625116396862672,0.540717573013745,0.153692265310904
"ABCE1",9.74156289582235,7.03500102694682,8.06634027136741
"ABCF1",21.1083153365901,20.3362866033788,13.7203066409708
"ABCF2",3.09513722572779,2.73607056225706,2.62510017332315
"ABCF3",18.3822245914469,17.6118335255219,15.0911486694177
"ABHD10",4.61995736718773,3.89660083023708,3.79356388397909
"ABHD11",4.75481021569163,3.91844879595868,4.55430333704098
"ABHD12",0.994424828179905,0.794132836550307,0.43020013399364
"ABHD13",20.9748586487818,24.4332839927379,13.3142777779092
"ABHD14B",103.890283128505,77.2749822373658,95.2868030235365
"ABHD16A",8.12520876507614,6.53069992980874,4.40319836354834
"ABHD2",1.98877236016856,1.95641526604497,1.67499805836171
"ABHD5",5.46968646131257,6.53682820357753,5.30906021982578
"ABI1",4.76379582723786,4.23491483470729,4.6910634884994
"ABI3",1.27702752545568,1.29854435568238,1.48748705233616
"ABI3BP",10.2613427987867,8.28864442490459,11.4044370487611
"ABL1",0.708338457297226,0.813146172693871,0.342553263426492
"ABLIM1",0.798150874720327,0.668408235042165,0.753297918845078
"ABLIM2",1.01586897750283,1.00379339067372,0.65956038578314
"ABLIM3",0,0.690094321466233,0.10030670041941
"ABR",3.63803453120335,3.45919181256213,2.29988382278996
"ABRAXAS2",21.4449518547555,19.8806022720243,15.8729779698108
"ABTB2",3.62060498753094,3.64483519092226,2.92054863081185
"ACAA1",3.50367496776312,3.96817135239928,2.47031793097271
"ACAA2",204.040359899545,239.643522897516,157.963485123771
"ACACA",2.91992039922785,2.50920161573111,2.10360536398689
"ACACB",16.9648911352118,13.053563664981,13.4555845450031
"ACAD10",2.66467093476878,2.37781059710915,1.47883399759068
"ACAD8",46.217620062445,52.6714397926254,37.383783077091
"ACAD9",18.3681940162719,17.0634455164595,8.29214407822036
"ACADM",1946.40259795409,1919.35735688959,1150.64611085638
"ACADS",224.820317173482,222.437096722684,142.227667041032
"ACADSB",88.5395280938955,106.701943115842,49.847603152623
